id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1383852409236070400,1383852409236070400,1618771099000.0,2021-04-19 00:08:19,+0530,,"This sick moron is still playing Hindu-Muslim game when scores are dying across India. I’m sure he would not accept #Remdesevir by Cipla, whose owner is Muslim and #PfizerVaccine which was invented by another Muslim Uğur Şahi!  https://t.co/96YAy6G9O3",en,"['remdesevir', 'pfizervaccine']",[],315421768,315421768,RifatJawaid,Rifat Jawaid,1,00,https://twitter.com/RifatJawaid/status/1383852409236070400,[],['https://pbs.twimg.com/media/EzRube8VgAAND77.jpg'],1,https://pbs.twimg.com/media/EzRube8VgAAND77.jpg,False,1387,46,399,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383823379614949383,1383823379614949383,1618764178000.0,2021-04-18 22:12:58,+0530,,"रेमेडिसिवर कंपनियों ने जारी किए नंबर,सीधे आर्डर करें @ via- Social media   Cipla-8657311088, Hetero-040-40473535, Jubiliant-9819857718, Mylan-7829980066",und,[],[],4763942892,4763942892,KumariRukshmani,Rukshmanii kumari,7,22,https://twitter.com/KumariRukshmani/status/1383823379614949383,[],[],0,,False,7174,88,3561,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383822576321847300,1383822576321847300,1618763987000.0,2021-04-18 22:09:47,+0530,,"रेमेडिसिवर कंपनियों ने जारी किए नंबर,सीधे आर्डर करें @ via- Social media   Cipla-8657311088, Hetero-040-40473535, Jubiliant-9819857718, Mylan-7829980066",und,[],[],845178282752430081,845178282752430081,yogitabhayana,Yogita Bhayana योगिता भयाना,7,22,https://twitter.com/yogitabhayana/status/1383822576321847300,[],[],0,,False,2734,32,1551,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383779432431714306,1383762307650527237,1618753700000.0,2021-04-18 19:18:20,+0530,,@tohidivity @Cipla_Global @dilipkpandey We are trying from our end. This medicine is not available anywhere as of now. #SOSIYC,en,['sosiyc'],[],576533046,576533046,srinivasiyc,Srinivas B V,7,19,https://twitter.com/srinivasiyc/status/1383779432431714306,[],[],0,,False,119,6,19,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'tohidivity', 'name': 'Tohid Qureshi', 'id': '61525032'}, {'screen_name': 'Cipla_Global', 'name': 'Cipla', 'id': '707860258132103168'}, {'screen_name': 'dilipkpandey', 'name': 'Dilip K. Pandey - दिलीप पाण्डेय', 'id': '16967612'}]",,,,
1383721838195314689,1383721838195314689,1618739969000.0,2021-04-18 15:29:29,+0530,,"#Cipla chairman Dr Yusuf Hamied has a solution to counter the shortage of #Remedisivir, writes Anushka Jagtiani  #COVIDEmergency #COVID19India #VaccinationDrive   https://t.co/0hAa7CuJYy",en,"['cipla', 'remedisivir', 'covidemergency', 'covid19india', 'vaccinationdrive']",[],295693924,295693924,fpjindia,Free Press Journal,7,15,https://twitter.com/fpjindia/status/1383721838195314689,['https://www.freepressjournal.in/mumbai/indian-pharma-leader-and-recent-uk-study-hold-out-a-new-spray-of-hope-in-the-face-of-acute-remdesivir-shortage-which-has-left-the-state-gasping'],[],0,,False,15,0,19,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383708749160878084,1383703948117241858,1618736848000.0,2021-04-18 14:37:28,+0530,,"@ShrutiSiag @AUThackeray @CMOMaharashtra @OfficeofUT @SonuSood @Cipla_Global @mybmc We request you to dial K/W Ward control room at 022-26208388, 8928443687 for further guidance.",en,[],[],1140637729065058305,1140637729065058305,mybmcwardKW,Ward KW BMC,7,14,https://twitter.com/mybmcwardKW/status/1383708749160878084,[],[],0,,False,1,1,1,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'ShrutiSiag', 'name': 'Shruti Siag', 'id': '75045850'}, {'screen_name': 'AUThackeray', 'name': 'Aaditya Thackeray', 'id': '1606048885'}, {'screen_name': 'CMOMaharashtra', 'name': 'CMO Maharashtra', 'id': '2597666894'}, {'screen_name': 'OfficeofUT', 'name': 'Office of Uddhav Thackeray', 'id': '1144169755672113155'}, {'screen_name': 'SonuSood', 'name': 'sonu sood', 'id': '295026890'}, {'screen_name': 'Cipla_Global', 'name': 'Cipla', 'id': '707860258132103168'}, {'screen_name': 'mybmc', 'name': 'माझी Mumbai, आपली BMC', 'id': '1200214398'}]",,,,
1383677322604077058,1383649186902536192,1618729355000.0,2021-04-18 12:32:35,+0530,,@sahilshah0801 @Cipla_Global @CiplaFoundation @kumarmanish9 @MadhishParikh 👍🏼hope you get it,en,[],[],50560293,50560293,aditiraval,Aditi Raval,7,12,https://twitter.com/aditiraval/status/1383677322604077058,[],[],0,,False,3,0,0,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'sahilshah0801', 'name': 'Sahil Shah', 'id': '161723500'}, {'screen_name': 'Cipla_Global', 'name': 'Cipla', 'id': '707860258132103168'}, {'screen_name': 'CiplaFoundation', 'name': 'Cipla Foundation', 'id': '736106700067864576'}, {'screen_name': 'kumarmanish9', 'name': 'कुमार मनीष l Kumar Manish', 'id': '84823082'}, {'screen_name': 'MadhishParikh', 'name': 'Madhish Parikh', 'id': '189847249'}]",,,,
1383663156963135490,1383125548117860355,1618725978000.0,2021-04-18 11:36:18,+0530,,@KushaKapila Can @Cipla_Global pls help out directly????,en,[],[],20899069,20899069,Chaiti,Chaiti Narula,7,11,https://twitter.com/Chaiti/status/1383663156963135490,[],[],0,,False,4,0,1,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'KushaKapila', 'name': 'Kusha Kapila', 'id': '326021123'}]",,,,
1383658207197863944,1383649186902536192,1618724798000.0,2021-04-18 11:16:38,+0530,,@kumarmanish9 @sahilshah0801 @Cipla_Global @CiplaFoundation @aditiraval @MadhishParikh @amandeep14 Ok let me give a try,en,[],[],811907459249885184,811907459249885184,ipskabra,Dipanshu Kabra,7,11,https://twitter.com/ipskabra/status/1383658207197863944,[],[],0,,False,4,1,0,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'kumarmanish9', 'name': 'कुमार मनीष l Kumar Manish', 'id': '84823082'}, {'screen_name': 'sahilshah0801', 'name': 'Sahil Shah', 'id': '161723500'}, {'screen_name': 'Cipla_Global', 'name': 'Cipla', 'id': '707860258132103168'}, {'screen_name': 'CiplaFoundation', 'name': 'Cipla Foundation', 'id': '736106700067864576'}, {'screen_name': 'aditiraval', 'name': 'Aditi Raval', 'id': '50560293'}, {'screen_name': 'MadhishParikh', 'name': 'Madhish Parikh', 'id': '189847249'}, {'screen_name': 'amandeep14', 'name': 'Amandeep Singh 💙', 'id': '65591465'}]",,,,
1383654960055783424,1383649186902536192,1618724024000.0,2021-04-18 11:03:44,+0530,,"@sahilshah0801 @Cipla_Global @CiplaFoundation @aditiraval @MadhishParikh @amandeep14 @ipskabra sir, can you help and guide on this.",en,[],[],84823082,84823082,kumarmanish9,कुमार मनीष l Kumar Manish,7,11,https://twitter.com/kumarmanish9/status/1383654960055783424,[],[],0,,False,6,2,0,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'sahilshah0801', 'name': 'Sahil Shah', 'id': '161723500'}, {'screen_name': 'Cipla_Global', 'name': 'Cipla', 'id': '707860258132103168'}, {'screen_name': 'CiplaFoundation', 'name': 'Cipla Foundation', 'id': '736106700067864576'}, {'screen_name': 'aditiraval', 'name': 'Aditi Raval', 'id': '50560293'}, {'screen_name': 'MadhishParikh', 'name': 'Madhish Parikh', 'id': '189847249'}]",,,,
1383620805767041030,1383620805767041030,1618715881000.0,2021-04-18 08:48:01,+0530,,"#Remedisivir manufacturing companies initiated on GOI request by decreasing the price in this #COVIDEmergency   Zydus Cadila- from Rs 2,800 to Rs 899.  Dr Reddy- Rs 5400 to Rs 2700 Sygene- Rs 3950 to Rs 2450 Cipla- Rs 4000 to Rs 3000 Hetero - RS 5400 to Rs 3490  And many more..  https://t.co/quvUHDBTs2",en,"['remedisivir', 'covidemergency']",[],25038521,25038521,Shanktan,Tanmay Shankar ( तन्मय शंकर ),7,08,https://twitter.com/Shanktan/status/1383620805767041030,[],['https://pbs.twimg.com/media/EzObyWuVoAA69gT.jpg'],1,https://pbs.twimg.com/media/EzObyWuVoAA69gT.jpg,False,1,0,1,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383441288230436870,1383441288230436870,1618673080000.0,2021-04-17 20:54:40,+0530,,Meds like #Remedisivir and #Tocilizumab have run out in the national capital. There are patients in hospitals in urgent need. Urging @Cipla_Global to push their stock to the distributors.,en,"['remedisivir', 'tocilizumab']",[],20899069,20899069,Chaiti,Chaiti Narula,6,20,https://twitter.com/Chaiti/status/1383441288230436870,[],[],0,,False,26,0,3,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383430310906400770,1383426607130365959,1618670463000.0,2021-04-17 20:11:03,+0530,,@kkmaurya @Cipla_Global Please share the contact number.,en,[],[],769458223325646848,769458223325646848,OfficeofPoonamM,Office of Poonam Mahajan,6,20,https://twitter.com/OfficeofPoonamM/status/1383430310906400770,[],[],0,,False,0,1,0,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'kkmaurya', 'name': 'KK Maurya', 'id': '75303115'}, {'screen_name': 'Cipla_Global', 'name': 'Cipla', 'id': '707860258132103168'}]",,,,
1383412536230305796,1383412536230305796,1618666225000.0,2021-04-17 19:00:25,+0530,,"Drug companies like Cadila Healthcare, Dr Reddy's Laboratories and Cipla have cut the prices of their respective brands of remdesivir injection (100 mg/vial). The antiviral drug is used in the treatment of COVID-19.   https://t.co/iPqjlFnpcJ",en,[],[],50279781,50279781,FinancialXpress,FinancialXpress,6,19,https://twitter.com/FinancialXpress/status/1383412536230305796,['https://www.financialexpress.com/lifestyle/health/pharma-companies-cut-remdesivir-injection-prices-on-govt-intervention-nppa/2235202/'],[],0,,False,18,0,1,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383390590394454019,1383390590394454019,1618660993000.0,2021-04-17 17:33:13,+0530,,"Prices of the Remdesivir injection have been VOLUNTARILY reduced by pharma companies,said the National Pharmaceutical Pricing Authority.Cipla's branded product will now cost Rs 3,000/vial instead of Rs 4,000,Cadila Healthcare to charge Rs 899 instead of Rs 2,800 @tragicosmicomic",en,[],[],28114735,28114735,vijaita,vijaita singh,6,17,https://twitter.com/vijaita/status/1383390590394454019,[],[],0,,False,120,4,41,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383369954540474383,1383355585505107976,1618656073000.0,2021-04-17 16:11:13,+0530,,@aminali83 @srinivasiyc @SaniaAhmad1111 @Cipla_Global @ShaleenMitra 🙏,und,[],[],85820962,85820962,theparvezsultan,Muhammed Parvez Sultan Ebrahimپرویز سلطان ابراہیم,6,16,https://twitter.com/theparvezsultan/status/1383369954540474383,[],[],0,,False,0,0,0,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'aminali83', 'name': 'Amin Ali', 'id': '1099662141026648064'}, {'screen_name': 'srinivasiyc', 'name': 'Srinivas B V', 'id': '576533046'}, {'screen_name': 'SaniaAhmad1111', 'name': 'Sania Ahmad', 'id': '711783223366262788'}, {'screen_name': 'Cipla_Global', 'name': 'Cipla', 'id': '707860258132103168'}, {'screen_name': 'ShaleenMitra', 'name': 'Shaleen', 'id': '808451126'}]",,,,
1383362757563613187,1383362757563613187,1618654357000.0,2021-04-17 15:42:37,+0530,,Bruke Pharma has Requested @OfficeofUT to Give Permission .Last 4 Days they have got no communication from CM office and u trying to bluff and Create Wrong Narrative ! U Let Cipla Supply 11000 #Remedisivir to Chattisgarh from Maharashtra from last 2 days ! What ur say on this?,en,['remedisivir'],[],328561692,328561692,mohitbharatiya_,Mohit Bharatiya - मोहित भारतीय,6,15,https://twitter.com/mohitbharatiya_/status/1383362757563613187,[],[],0,,False,50,1,27,https://twitter.com/nawabmalikncp/status/1383316337838022666,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383362212538949638,1383355585505107976,1618654227000.0,2021-04-17 15:40:27,+0530,,@aminali83 @srinivasiyc @varunchoudhary2 @dilipkpandey @KapilChopra72 @durgeshjhaTOI @CMODelhi @drharshvardhan .@SaniaAhmad1111 @Cipla_Global @ShaleenMitra,und,[],[],85820962,85820962,theparvezsultan,Muhammed Parvez Sultan Ebrahimپرویز سلطان ابراہیم,6,15,https://twitter.com/theparvezsultan/status/1383362212538949638,[],[],0,,False,1,1,0,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'aminali83', 'name': 'Amin Ali', 'id': '1099662141026648064'}, {'screen_name': 'srinivasiyc', 'name': 'Srinivas B V', 'id': '576533046'}, {'screen_name': 'varunchoudhary2', 'name': 'Varun Choudhary', 'id': '160134185'}, {'screen_name': 'dilipkpandey', 'name': 'Dilip K. Pandey - दिलीप पाण्डेय', 'id': '16967612'}, {'screen_name': 'KapilChopra72', 'name': 'Kapil Chopra', 'id': '59830258'}, {'screen_name': 'durgeshjhaTOI', 'name': 'Durgesh Nandan Jha', 'id': '74792409'}, {'screen_name': 'CMODelhi', 'name': 'CMO Delhi', 'id': '1242298980660178951'}, {'screen_name': 'drharshvardhan', 'name': 'Dr Harsh Vardhan', 'id': '77732185'}]",,,,
1383317835338817538,1383298474003685379,1618643647000.0,2021-04-17 12:44:07,+0530,,@Swaty_Here @AmitHPanchal @MadhishParikh @zubinashara @Cipla_Global,und,[],[],50560293,50560293,aditiraval,Aditi Raval,6,12,https://twitter.com/aditiraval/status/1383317835338817538,[],[],0,,False,2,0,0,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'Swaty_Here', 'name': 'SwatKat', 'id': '428345627'}, {'screen_name': 'AmitHPanchal', 'name': 'Amit Panchal', 'id': '17285820'}, {'screen_name': 'MadhishParikh', 'name': 'Madhish Parikh', 'id': '189847249'}, {'screen_name': 'zubinashara', 'name': 'Zubin Ashara', 'id': '96196082'}]",,,,
1383309040961212422,1383309040961212422,1618641550000.0,2021-04-17 12:09:10,+0530,,Cipla has published its list of distributors across India for Remdesvir.  Remdesvir:  https://t.co/GA4DSDcWhs  Tocilizumab:  https://t.co/fY9EXOt07z,en,[],[],14054023,14054023,Netra,Netra Parikh,6,12,https://twitter.com/Netra/status/1383309040961212422,"['https://cipla.com/sites/default/files/Remdesivir-Distributor-List.pdf', 'https://cipla.com/sites/default/files/Tocilizumab-Distributor-List.pdf']",[],0,,False,21,4,23,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383308711574134796,1383093761022955525,1618641472000.0,2021-04-17 12:07:52,+0530,,@milanjoshidx Cipla has published its list of distributors across India for Remdesvir.  Remdesvir:  https://t.co/GA4DSDcWhs  Tocilizumab:  https://t.co/fY9EXOt07z,en,[],[],14054023,14054023,Netra,Netra Parikh,6,12,https://twitter.com/Netra/status/1383308711574134796,"['https://cipla.com/sites/default/files/Remdesivir-Distributor-List.pdf', 'https://cipla.com/sites/default/files/Tocilizumab-Distributor-List.pdf']",[],0,,False,1,1,0,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'milanjoshidx', 'name': 'milanjoshidx', 'id': '367534237'}]",,,,
1383308302021369860,1383093761022955525,1618641374000.0,2021-04-17 12:06:14,+0530,,"@milanjoshidx Just check the Cipla list, I just posted, and see the near by distributor. Try contact them pls.",en,[],[],14054023,14054023,Netra,Netra Parikh,6,12,https://twitter.com/Netra/status/1383308302021369860,[],[],0,,False,0,0,0,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'milanjoshidx', 'name': 'milanjoshidx', 'id': '367534237'}]",,,,
1383301168554659843,1383301159440379904,1618639673000.0,2021-04-17 11:37:53,+0530,,Cipla helpline number: 86573 11088 022-6282 0886  Cipla has started a helpline to share information about the availability of critical Cipla products like Cipremi (Remdesivir) and Ciplenza (Favipiravir).,en,[],[],1027153470359568384,1027153470359568384,weareyuvaa,Yuvaa,6,11,https://twitter.com/weareyuvaa/status/1383301168554659843,[],[],0,,False,1,2,0,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383288504046604308,1383288504046604308,1618636654000.0,2021-04-17 10:47:34,+0530,,.@Cipla_Global Tocilzumab injection is out of stock every where in India. Kindly take necessary steps urgently.,en,[],[],542670106,542670106,neuroayush,Ayush sharma,6,10,https://twitter.com/neuroayush/status/1383288504046604308,[],[],0,,False,21,0,7,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383286892599250951,1383286892599250951,1618636270000.0,2021-04-17 10:41:10,+0530,,रेमिडेसिवीर बनाने वाली कम्पनी CIPLA  के बारे में जो मानसिक रोगी  कुछ नहीं जानते वो कमल का फूल सूंघ कर अपना काम चलाए। #StayHome,hi,['stayhome'],[],711917879596359680,711917879596359680,aneesrajasp,Anees Raja,6,10,https://twitter.com/aneesrajasp/status/1383286892599250951,[],[],0,,False,276,2,48,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383254935182057480,1383254935182057480,1618628650000.0,2021-04-17 08:34:10,+0530,,"Urgently in need of Remdisiver for a patient in rainbow hospital, SP Verma Road, Patna. We have already tried Cipla etc helplines and they have ran out of medicine.  Contact 9820589348. @dm_patna  @officecmbihar @mangalpandeybjp",en,[],[],359317196,359317196,manojkjhadu,Manoj Kumar Jha,6,08,https://twitter.com/manojkjhadu/status/1383254935182057480,[],[],0,,False,1917,61,520,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383137188376834051,1383137188376834051,1618600577000.0,2021-04-17 00:46:17,+0530,,Supplier lists for essential #COVID management drugs by cipla across India. #COVID19India,en,"['covid', 'covid19india']",[],99074409,99074409,ArtForCause,Sonal Kapoor,6,00,https://twitter.com/ArtForCause/status/1383137188376834051,[],[],0,,False,1,0,1,https://twitter.com/poonammunshi/status/1383129616030650370,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383137028112470017,1383137028112470017,1618600539000.0,2021-04-17 00:45:39,+0530,,"गांधी जी के परम अनुयायी अब्दुल हामिद ने 1935 एक कंपनी बनाई CIPLA, उनके बेटे युसूफ कंपनी के ओनर हैं। जीवन रक्षक रेमिडेसिवीर बनाने पर जोर लगाए हुए हैं।ये देश गांधी का है और गांधीवादी ही इसे बचाएंगे।  https://t.co/fBZOjd08KX",hi,[],[],711917879596359680,711917879596359680,aneesrajasp,Anees Raja,6,00,https://twitter.com/aneesrajasp/status/1383137028112470017,[],"['https://pbs.twimg.com/media/EzHjyLJUYAEmWim.jpg', 'https://pbs.twimg.com/media/EzHjyLJUcAQ1I1h.jpg']",1,https://pbs.twimg.com/media/EzHjyLJUYAEmWim.jpg,False,122,1,35,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383129591695384576,1383129591695384576,1618598766000.0,2021-04-17 00:16:06,+0530,,#Remedisivir #CIPLA  https://t.co/Uz48rHpe4d,und,"['remedisivir', 'cipla']",[],3113068595,3113068595,bhatia_niraj23,Niraj Bhatia,6,00,https://twitter.com/bhatia_niraj23/status/1383129591695384576,[],['https://pbs.twimg.com/media/EzHdCGOVkAE6CYK.jpg'],1,https://pbs.twimg.com/media/EzHdCGOVkAE6CYK.jpg,False,46,2,31,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
1383111294044147715,1383017925230039040,1618594404000.0,2021-04-16 23:03:24,+0530,,@stranger2029682 Cetirizine tablet from Cipla !!,en,[],[],90346496,90346496,TheSamirAbbas,Samir Abbas,5,23,https://twitter.com/TheSamirAbbas/status/1383111294044147715,[],[],0,,False,0,0,0,,"""Cipla"" OR ""cipla""",,,,,,,"[{'screen_name': 'stranger2029682', 'name': 'stranger', 'id': '1089465875185299456'}]",,,,
1383106184639512577,1383106184639512577,1618593185000.0,2021-04-16 22:43:05,+0530,,"𝗜𝗠𝗣𝗢𝗥𝗧𝗔𝗡𝗧  8657311088 this is toll free number of CIPLA, manufacturer of Remdesivir.  Those in need can reach out directly &amp; the company is providing the injections directly to Hospital without any dealer etc.  Save the number, Share it with people around you in need.",en,[],[],1254474637,1254474637,SaralPatel,Saral Patel,5,22,https://twitter.com/SaralPatel/status/1383106184639512577,[],[],0,,False,5070,39,3302,,"""Cipla"" OR ""cipla""",,,,,,,[],,,,
